CIC0,SM1_Dz(Z),GATS1i,NdsCH,NdssC,MLOGP,FV1,VFV,FV2,FV3,LC50
3.6612803089225388,0.658362897045863,1.602232112502524,1.9942719707887666,0.8364884615141457,3.153623089805553,15.893032556223314,-27.72437046711599,0.059355237189047116,0.7566983857319296,5.506249036939677
3.9363619609339273,1.1542866901295026,1.1469968469665215,0.9042950664161077,2.948308463286394,5.14109491253848,13.590176808246913,-31.821520982838848,-13.408855396975172,1.1612978150715205,6.6367906168827115
0.9641442322499658,0.4154847055794775,1.4810281549730264,2.136584759311803,0.04367882745642889,-1.1567828538218534,15.989419467246227,-3.6993118362688504,2.5615247847773364,0.5001150703932103,1.5633883467920082
2.0746168526235653,1.4172962874748805,0.486216385840615,0.0009080968303416642,-0.06697980067074277,2.6109598811719903,7.962045763572165,-16.374438958502854,2.4489746555391916,1.4818881105330286,6.2484317547826524
1.4485685959607253,0.836891614814795,1.9510120143140495,0.02831820108948079,-0.039120863962205224,1.8510953925465918,22.285265657143544,-9.526361166561397,2.870399523583666,0.6492335191489129,3.676795824020239
1.8161638084603118,0.05038772485407694,1.3412535319698036,0.1750711026589586,0.108301268477141,0.21700237211622453,17.359173072862337,-12.461580283417963,2.9393822543491583,0.09563600605582606,1.4464485120836597
3.7502637995052353,0.3747207818676489,1.4705968029580634,0.017585410391201785,0.92794475915138,3.540809309387651,17.445862557111948,-30.074918217385186,-2.5623892128560533,0.28740267718783863,4.169675648324551
2.864387225490353,1.085653541055385,0.737284300710624,0.102508663793375,-0.158716325397192,3.3983713289905264,8.578996195783612,-22.53378337504513,3.6644211847535346,0.8333141767979697,5.64985386559326
3.1765273879073117,0.749380722618286,1.66301381242348,1.7372406210429856,2.186141832893715,1.1974660103660408,16.48806789772816,-24.728851691096352,-9.490669771634943,0.628385428317248,4.455286641620021
3.4905299641121323,0.17923852872564194,1.0910169052134857,0.006322252798578431,0.12200234756861814,2.477199033727796,13.085653944010721,-24.602368038134575,2.917430103088565,-0.05113234716706441,3.6343918953182945
2.252476407073451,0.4348032225439985,2.5719205092325503,0.004275431120400478,0.09144741001832953,-0.18532743781362795,26.593508299378318,-14.755689207334513,4.121784640187574,0.4932978041872562,1.3605601571141475
2.5892958996983335,0.4785112924625584,1.5900948732004785,1.082898934564095,0.5405917310696635,1.0108128230875575,17.6120006349358,-18.383185537826325,-3.802118309636569,0.268529370550743,3.6557465092063834
2.625070146880656,0.4348192999208584,1.1790277918099485,0.3038561955992372,0.7085410449939606,1.2737970801382905,14.328847456189857,-20.699398789510763,-2.81381989066846,0.38536123264600036,2.8850627250381824
1.7129092749493222,0.20607242754551247,1.1493967952521345,0.015886386717808943,0.0071970064723532595,0.3042488379629373,12.617554251690242,-12.091485721918255,2.865170508432081,0.2856133534556444,1.7099797668430503
2.9040755247971295,1.5430618174246433,1.4069752737025436,1.0439111109351538,0.9013058548817091,4.175718959926028,15.43547509033818,-26.025613306912,3.1237596840754027,0.7452471732739617,6.342935544922872
2.6915402978779963,0.6152134557543426,1.6311635267255102,0.8656946284398583,1.214371312845634,0.1712039225733178,15.05445007643376,-21.570933148421886,-6.990104637350575,0.4740045686537914,3.280254884616716
3.1086885035608174,0.2804725752626978,1.4476802950518992,1.1846831119847883,0.9111074575937459,1.7642481036401825,14.260197025261023,-27.286919621950595,-2.1986841581481795,0.4924828564722879,4.9542894823193455
3.926362842125004,0.5553747896767595,1.3519074162052855,1.0158863174755124,-0.030733937637455935,2.8010470889323233,16.289585466105656,-29.63062139159122,1.8472303371500405,0.599927096505274,4.469394599722357
3.340465937964986,0.43573869933655573,1.3957701424247626,1.1243176816229854,0.9150470217859574,2.289778653666014,14.793962371765804,-26.590020402229715,-3.6444100696953114,0.599627020131861,3.6813999470416072
1.5999329272059137,0.8327527119678682,1.1472482473938066,0.1294726116725279,-0.11289162259617429,1.2128980892766137,15.721225666730614,-8.231009746634232,1.219692167037942,0.48302777252055884,3.2459133377891765
3.348881008225607,0.748465916991706,2.5116750645466763,2.016164708787739,-0.3354575217964798,-0.6993277332738927,23.307287341283384,-24.785100275385478,2.3133670806448796,1.1747075320051508,3.192116761362732
4.53678727197482,0.176889746186463,1.2723042727632066,0.99743003559593,0.709003727224665,4.546788207930465,16.842165675196302,-35.436192003565694,3.0803716197080835,0.27043087759305473,4.793343167559211
3.1825313285930132,0.3925945868786387,1.0162639702133327,1.2186430067924914,-0.07269479471699912,3.2934116426777793,12.371664163291463,-26.545210916071916,2.7651522637940804,0.26126969329781,4.5385496538920584
3.7618132376867743,1.2032769762114646,1.172304662558955,0.052730692216472516,-0.01255539782797001,4.219475034894382,15.084681255954171,-28.37180005604202,2.839238438106642,0.8543842370627207,5.810863026657904
2.0810773335116566,0.6524935861711217,0.8717790695999069,0.9217588911852178,-0.11130207689570085,1.4852812254627445,11.61838024662865,-15.414905788417672,1.1589172041238538,0.6421269811722061,4.402907789871961
3.8703229754666375,0.23505056789965023,1.5302563850476576,0.045190245786449604,-0.1974231650119195,2.2619968321719557,16.100006119100364,-29.565394723911716,2.887001050546131,0.22047539520698864,3.8796676326261035
3.2143913145546454,0.5796839498712866,1.709421644987221,0.27992761444770836,0.028909256772804964,0.46536792473343025,16.49409454042469,-25.025509759960443,1.4801436900823448,0.5608356690520122,3.101523579430532
2.393404812207316,0.3950833494210164,0.9730897551168592,0.02149414599312083,0.22562160595854178,2.849006996445914,11.835641247909628,-15.49212433567907,2.014017298811016,0.6978440777976705,4.441440422223447
3.067071384140549,0.09927981880320257,0.9529989060405235,0.9172553090921781,0.1418836030117573,2.820035309656522,12.808954403441808,-25.236981845277846,4.379604245069334,0.21237565610136297,4.5649104779405265
2.606677737767162,0.2009570565922084,1.4985470303130213,0.023797245683107218,0.9094007791975578,0.5802284166420381,18.02146503871911,-18.409567501641565,0.904115495008752,0.15684458712872767,1.996562388785476
2.8462993275795783,0.308722907581756,1.0796665440500297,0.1333991633939134,0.12898903063395026,1.8184169982805254,14.731320834942952,-23.798158813581463,4.548323146769225,0.16029657238069372,3.7323771080393215
3.082736183465632,0.16319731802102286,0.9420947919034489,0.05615382529936296,-0.2782887252670234,2.0838448155330664,13.865869110344804,-19.622662669757432,3.7486675669682192,-0.01952209339550484,3.731933307793248
2.2265762436997214,0.6909705643144065,0.9623601107615566,0.8558170114481684,0.13494207377707818,2.2491150184839492,12.550885078860068,-17.069317306784967,4.3614723371734545,0.6897457937847932,5.483515163452215
3.075843020172031,1.2780703844625694,1.3089423005808263,0.0668132662968762,-0.08642657543356304,2.471556701508252,15.074619390835903,-24.090407195290258,3.0509314199391335,1.4384388494892284,4.896808836237689
